client_id,group_id,mobile,email,ip_address,address,bank_account,device_id,occupation,declared_income,monthly_turnover,fo_premium,illiquid_trades,fund_transfer_count,login_frequency,shared_accounts,trading_pattern_score,risk_country,transaction_amount,rapid_withdrawal,suspicious_flag
C2967,G1450,9212496763,user1967@gmail.com,192.168.84.255,Kochi,AXIS610441,DEV3196,Salaried,4739721,11733923,121832,3,8,24,0,39,Yes,784842,No,0
C2968,G1047,9191639440,user1968@gmail.com,192.168.38.216,Chennai,ICICI937055,DEV8568,Retired,771665,5045019,67321,0,6,9,0,36,Yes,201666,No,0
C2969,G394,9310676114,user1969@gmail.com,192.168.56.191,Coimbatore,KOTAK789506,DEV2694,Retired,1642794,11958104,286522,9,18,78,1,72,Yes,1638245,Yes,0
C2970,G1224,9619074632,user1970@gmail.com,192.168.25.233,Kolkata,SBI387516,DEV3959,Investor,2208128,11511904,53623,3,9,32,0,35,Yes,823423,No,0
C2971,G1168,9830295523,user1971@gmail.com,192.168.84.60,Bangalore,KOTAK721984,DEV4065,Investor,4971004,11304499,106263,4,4,9,0,32,Yes,764806,No,0
C2972,G1027,9267841031,user1972@gmail.com,192.168.40.182,Ahmedabad,KOTAK678372,DEV5874,SelfEmployed,1078388,6807952,11792,3,1,36,1,28,No,56427,No,0
C2973,G1325,9657082719,user1973@gmail.com,192.168.52.51,Pune,SBI951303,DEV6330,SelfEmployed,4425780,7339854,142269,3,7,13,0,20,No,623397,No,0
C2974,G132,9000007811,user1974@gmail.com,10.0.8.9,Pune,HDFC842372,DEV1566,Investor,491403,21496748,641591,16,52,112,7,73,No,2645379,Yes,1
C2975,G1060,9315836079,user1975@gmail.com,192.168.13.149,Kolkata,ICICI212464,DEV4774,Retired,2346249,6945631,38766,0,1,43,1,36,No,373614,No,0
C2976,G688,9650049985,user1976@gmail.com,10.0.10.5,Chennai,AXIS836165,DEV8976,Retired,928081,7177196,615098,5,20,86,1,44,No,1295131,No,0
C2977,G741,9761680312,user1977@gmail.com,192.168.26.227,Mumbai,KOTAK955646,DEV4769,Trader,2415960,11625026,39369,1,9,10,1,9,No,880946,No,0
C2978,G1460,9732281604,user1978@gmail.com,192.168.96.82,Mumbai,AXIS956416,DEV4562,Salaried,1606676,2184573,52265,3,6,42,1,20,Yes,844212,No,0
C2979,G406,9000003150,user1979@gmail.com,192.168.69.129,Kolkata,KOTAK200164,DEV9346,Retired,739683,13077820,156453,8,15,80,4,51,Yes,410507,Yes,0
C2980,G514,9000001049,user1980@gmail.com,192.168.5.235,Chennai,HDFC642948,DEV5289,Student,670509,7272382,625126,4,14,34,2,36,Yes,665927,No,0
C2981,G1264,9505283661,user1981@gmail.com,192.168.69.115,Delhi,HDFC121600,DEV5589,Business,2141127,2077615,83806,4,10,41,1,5,No,269807,No,0
C2982,G962,9228755493,user1982@gmail.com,192.168.93.53,Hyderabad,SBI408521,DEV7473,Salaried,3162177,3176160,37387,0,7,28,0,7,Yes,893883,No,0
C2983,G150,9000003733,user1983@gmail.com,10.0.6.7,Bangalore,AXIS896749,DEV3404,Investor,445799,32563889,1068369,15,44,143,6,74,Yes,1396991,Yes,1
C2984,G1312,9383691666,user1984@gmail.com,192.168.55.194,Ahmedabad,AXIS544092,DEV8800,Investor,1694519,2427513,138220,3,2,38,1,40,No,526006,No,0
C2985,G766,9233793939,user1985@gmail.com,192.168.65.123,Ahmedabad,HDFC143746,DEV5550,SelfEmployed,1241364,3160782,65858,4,9,10,0,34,No,724468,No,0
C2986,G441,9630209882,user1986@gmail.com,10.0.10.7,Coimbatore,ICICI863273,DEV1656,Business,1259599,22106248,188598,9,12,47,0,69,Yes,428434,No,1
C2987,G549,9547607014,user1987@gmail.com,192.168.25.233,Kochi,KOTAK300501,DEV4859,SelfEmployed,622388,23097013,441090,5,17,76,1,37,Yes,1817067,No,1
C2988,G1391,9605097339,user1988@gmail.com,192.168.41.65,Chennai,AXIS765727,DEV2223,Retired,4044179,4823590,145413,2,7,34,0,13,No,107192,No,0
C2989,G587,9199620843,user1989@gmail.com,10.0.10.8,Pune,AXIS832476,DEV9246,Retired,1831183,16685076,452925,5,15,47,2,37,Yes,2188173,No,1
C2990,G1448,9145410662,user1990@gmail.com,192.168.14.196,Chennai,SBI230857,DEV3847,Trader,924632,8642556,46657,0,5,6,1,36,No,846723,No,0
C2991,G228,9000001982,user1991@gmail.com,10.0.14.9,Coimbatore,AXIS185793,DEV9549,Student,216383,28756166,498764,5,59,109,10,83,No,4429723,Yes,1
C2992,G853,9465363659,user1992@gmail.com,192.168.17.198,Hyderabad,SBI944318,DEV1256,Salaried,3121775,9347757,25543,2,10,40,1,35,No,136155,No,0
C2993,G715,9247959716,user1993@gmail.com,192.168.32.41,Pune,ICICI980916,DEV7163,Investor,4485971,1788633,84780,2,4,6,1,20,No,191142,No,0
C2994,G1280,9658809746,user1994@gmail.com,192.168.62.169,Hyderabad,KOTAK723694,DEV9195,SelfEmployed,1101990,4586794,24954,2,4,37,0,34,Yes,513796,No,0
C2995,G594,9000006912,user1995@gmail.com,10.0.16.1,Bangalore,ICICI474628,DEV7208,Retired,620792,11430683,162062,3,21,57,2,50,No,870003,Yes,0
C2996,G64,9000005168,user1996@gmail.com,10.0.14.2,Pune,ICICI307419,DEV3532,Trader,284592,41851849,419263,5,30,104,5,98,No,4861227,Yes,1
C2997,G1181,9317846954,user1997@gmail.com,192.168.4.249,Pune,ICICI370359,DEV2789,Investor,2361481,7374377,46194,2,2,14,0,12,Yes,126587,No,0
C2998,G14,9000001169,user1998@gmail.com,10.0.1.8,Kolkata,ICICI234841,DEV3892,Salaried,212142,42802827,514875,12,40,153,5,71,No,1277231,Yes,1
C2999,G632,9842002322,user1999@gmail.com,192.168.32.192,Pune,ICICI800527,DEV6096,Trader,819779,23808539,378411,4,15,79,3,42,Yes,818808,No,0
C3000,G1419,9091559178,user2000@gmail.com,192.168.69.71,Pune,KOTAK486656,DEV1983,SelfEmployed,3238918,4517413,124973,2,9,14,1,38,Yes,183433,No,0
C3001,G614,9914934386,user2001@gmail.com,192.168.5.47,Delhi,ICICI776163,DEV3808,SelfEmployed,680109,11538202,464209,10,16,67,1,57,Yes,2444027,Yes,0
C3002,G554,9937224594,user2002@gmail.com,192.168.66.23,Kochi,AXIS616256,DEV9006,Student,1838909,20135225,322107,7,13,80,2,43,No,1802099,Yes,1
C3003,G441,9284051216,user2003@gmail.com,192.168.32.9,Hyderabad,ICICI672875,DEV8117,Business,1295773,14472808,155437,2,18,30,3,71,No,2443432,Yes,1
C3004,G1074,9861491873,user2004@gmail.com,192.168.27.128,Ahmedabad,SBI987560,DEV5164,Salaried,2511511,10436714,102179,2,7,6,0,13,No,177174,No,0
C3005,G485,9000005107,user2005@gmail.com,192.168.78.112,Chennai,AXIS242685,DEV6907,Investor,594154,19567328,163382,5,9,83,2,64,Yes,430367,No,0
C3006,G1004,9216135450,user2006@gmail.com,192.168.16.176,Kolkata,KOTAK633217,DEV9702,Trader,1076235,4650833,44523,2,1,19,1,20,No,756726,No,0
C3007,G1171,9597871037,user2007@gmail.com,192.168.74.92,Mumbai,ICICI733860,DEV6805,Investor,2636734,8170242,33804,3,10,21,1,21,No,402450,No,0
C3008,G1451,9544466535,user2008@gmail.com,192.168.15.45,Ahmedabad,HDFC991296,DEV3376,Investor,2219384,2831981,139240,2,3,33,0,38,No,289685,No,0
C3009,G866,9229004714,user2009@gmail.com,192.168.77.248,Delhi,SBI903676,DEV5534,Salaried,3906271,3169994,134727,3,2,34,1,22,No,795004,No,0
C3010,G1099,9361159950,user2010@gmail.com,192.168.85.94,Bangalore,SBI242456,DEV3150,SelfEmployed,1277538,3740903,109030,1,9,10,0,6,Yes,417227,No,0
C3011,G150,9000002705,user2011@gmail.com,10.0.17.7,Pune,HDFC316298,DEV4443,Trader,377951,45291798,582762,19,41,132,9,95,No,3289314,Yes,1
C3012,G686,9000004073,user2012@gmail.com,10.0.4.8,Ahmedabad,AXIS101483,DEV9023,Student,1490581,12246032,538546,4,7,82,2,42,Yes,472236,Yes,0
C3013,G100,9000001876,user2013@gmail.com,10.0.15.8,Kolkata,AXIS360703,DEV2825,Salaried,796902,54726913,1102491,15,28,133,3,81,No,3990317,Yes,1
C3014,G587,9208891550,user2014@gmail.com,10.0.13.9,Delhi,SBI236502,DEV8804,Business,463588,24070477,478904,2,20,69,1,49,No,2259044,No,0
C3015,G1460,9334299733,user2015@gmail.com,192.168.67.88,Chennai,SBI100271,DEV1963,Student,1941414,8614650,107810,4,1,38,0,31,Yes,620541,No,0
C3016,G588,9512807382,user2016@gmail.com,10.0.5.5,Bangalore,HDFC345972,DEV4435,Salaried,1495650,24607304,392842,7,10,45,4,76,No,1656224,No,0
C3017,G1499,9959570955,user2017@gmail.com,192.168.80.133,Ahmedabad,HDFC114429,DEV9614,SelfEmployed,3542552,2929175,130650,2,8,44,0,17,Yes,225479,No,0
C3018,G704,9951323898,user2018@gmail.com,192.168.78.73,Bangalore,AXIS638167,DEV9949,Student,4499502,6640839,13089,1,5,12,0,6,No,99366,No,0
C3019,G1229,9752336395,user2019@gmail.com,192.168.63.84,Pune,KOTAK969107,DEV8171,Business,3436057,1081973,98809,4,2,24,1,7,Yes,361087,No,0
C3020,G1337,9312746309,user2020@gmail.com,192.168.87.101,Mumbai,HDFC141272,DEV6053,Retired,4335556,3986032,141518,3,6,11,0,23,Yes,854438,No,0
C3021,G977,9821877389,user2021@gmail.com,192.168.85.83,Chennai,KOTAK310963,DEV5694,Salaried,2774749,7733805,48335,0,8,29,1,17,No,360267,No,0
C3022,G1433,9807622306,user2022@gmail.com,192.168.49.115,Hyderabad,KOTAK179037,DEV2409,Salaried,881121,8409150,119960,4,9,28,1,33,No,333884,No,0
C3023,G1148,9491484105,user2023@gmail.com,192.168.83.39,Kolkata,ICICI327149,DEV8446,Student,3030153,2537599,142121,3,10,20,1,39,Yes,690837,No,0
C3024,G82,9000001743,user2024@gmail.com,10.0.17.4,Delhi,HDFC559842,DEV9955,Salaried,314834,38934664,857779,16,58,155,10,74,No,3169967,Yes,1
C3025,G1000,9042173928,user2025@gmail.com,192.168.62.161,Kochi,KOTAK287101,DEV8079,Investor,2285322,7525972,100324,0,9,33,1,30,Yes,874566,No,0
C3026,G1493,9834763600,user2026@gmail.com,192.168.29.172,Mumbai,HDFC175880,DEV3528,Retired,4539482,4495412,99729,3,2,14,1,29,Yes,557266,No,0
C3027,G283,9000004342,user2027@gmail.com,10.0.14.1,Coimbatore,AXIS499148,DEV1323,Salaried,565875,49391412,541463,16,29,88,6,75,Yes,3855643,Yes,1
C3028,G1042,9984485281,user2028@gmail.com,192.168.63.208,Coimbatore,AXIS454814,DEV4097,Business,2385577,7832762,22105,1,1,17,1,9,No,307834,No,0
C3029,G1249,9286654264,user2029@gmail.com,192.168.79.228,Kochi,ICICI495656,DEV2627,Retired,4322934,8401951,17238,3,1,32,0,6,No,572945,No,0
C3030,G954,9936173498,user2030@gmail.com,192.168.57.9,Chennai,AXIS186453,DEV7251,Business,2930175,10919581,30799,3,5,23,0,29,No,637013,No,0
C3031,G782,9973395654,user2031@gmail.com,192.168.46.229,Ahmedabad,KOTAK256490,DEV5759,Retired,4708679,6050793,11628,2,5,28,1,32,No,177862,No,0
C3032,G441,9000000960,user2032@gmail.com,192.168.30.161,Bangalore,HDFC242976,DEV4357,Investor,925740,8651630,627552,10,20,41,3,48,Yes,1383132,Yes,0
C3033,G1300,9896035350,user2033@gmail.com,192.168.68.230,Mumbai,SBI403529,DEV5474,SelfEmployed,1629055,6268771,16241,0,8,12,0,13,No,743965,No,0
C3034,G1060,9450874397,user2034@gmail.com,192.168.59.237,Ahmedabad,ICICI537979,DEV9979,SelfEmployed,1196188,7096480,79708,0,8,29,1,5,Yes,361113,No,0
C3035,G802,9431503961,user2035@gmail.com,192.168.88.210,Hyderabad,AXIS503562,DEV7567,Retired,3708676,8384847,115033,3,8,30,1,35,No,804530,No,0
C3036,G1104,9050325133,user2036@gmail.com,192.168.72.91,Mumbai,HDFC174039,DEV9044,Trader,670637,9390855,99659,1,10,32,1,26,Yes,386231,No,0
C3037,G620,9531618068,user2037@gmail.com,192.168.76.143,Coimbatore,SBI820307,DEV6927,Investor,1422677,9818123,590754,7,14,77,2,44,Yes,998818,Yes,1
C3038,G1322,9182716185,user2038@gmail.com,192.168.77.212,Coimbatore,AXIS246478,DEV6001,Student,4520946,4894990,147936,3,5,7,0,29,No,889286,No,0
C3039,G320,9000007527,user2039@gmail.com,10.0.2.6,Delhi,SBI519937,DEV6794,Trader,586566,23253134,299143,5,12,82,0,40,No,755057,Yes,1
C3040,G556,9143269085,user2040@gmail.com,192.168.46.40,Kochi,AXIS841879,DEV9573,Business,1223541,8501135,460293,3,13,42,3,73,No,2218722,No,1
C3041,G232,9000001113,user2041@gmail.com,10.0.16.5,Delhi,AXIS747629,DEV8078,Business,726040,40620203,1794470,7,57,100,7,81,Yes,4333772,Yes,1
C3042,G1256,9764555926,user2042@gmail.com,192.168.74.91,Coimbatore,SBI729151,DEV2816,Retired,4268867,5199941,27902,3,9,14,1,29,No,98140,No,0
C3043,G218,9000000319,user2043@gmail.com,10.0.19.1,Ahmedabad,AXIS650723,DEV6929,Retired,641351,57223246,652574,23,27,120,10,79,Yes,2152495,Yes,1
C3044,G1305,9491316671,user2044@gmail.com,192.168.25.112,Ahmedabad,HDFC977327,DEV1147,Business,1007783,2517597,11028,1,8,9,0,25,No,805287,No,0
C3045,G366,9000001982,user2045@gmail.com,192.168.74.11,Hyderabad,ICICI545668,DEV7685,Business,1137868,17840972,279853,6,13,56,1,44,Yes,449532,Yes,1
C3046,G1395,9378823751,user2046@gmail.com,192.168.5.134,Mumbai,ICICI115197,DEV4850,Salaried,3015490,4164360,44465,3,3,25,0,39,No,145780,No,0
C3047,G605,9899993379,user2047@gmail.com,10.0.8.8,Mumbai,SBI896883,DEV4479,Investor,528530,9735984,396833,10,14,42,2,38,Yes,2346229,No,1
C3048,G1228,9058098018,user2048@gmail.com,192.168.75.164,Kochi,SBI749839,DEV1197,Student,4505992,1410093,46625,2,5,5,1,17,No,140218,No,0
C3049,G286,9000003456,user2049@gmail.com,10.0.7.7,Pune,ICICI459816,DEV5214,Student,453258,18671716,1325430,20,55,152,5,85,No,4658818,Yes,1
C3050,G66,9000000887,user2050@gmail.com,10.0.11.2,Ahmedabad,HDFC508560,DEV7656,Student,436183,32652814,972117,14,50,83,6,84,Yes,1816413,Yes,1
C3051,G650,9000008085,user2051@gmail.com,192.168.74.191,Mumbai,HDFC367054,DEV4646,Investor,1673425,13934067,287938,9,6,83,1,39,Yes,1750162,Yes,0
C3052,G1148,9169219028,user2052@gmail.com,192.168.61.159,Coimbatore,KOTAK173264,DEV3156,SelfEmployed,3372958,9459852,57431,2,8,35,0,18,Yes,789094,No,0
C3053,G358,9117727467,user2053@gmail.com,10.0.13.6,Pune,AXIS806048,DEV4063,Business,1657146,13134278,694919,7,15,59,0,53,Yes,1058161,Yes,0
C3054,G1424,9420473312,user2054@gmail.com,192.168.84.185,Pune,AXIS380017,DEV5753,Trader,1345265,1769372,11010,2,5,17,1,21,Yes,276063,No,0
C3055,G1467,9835518502,user2055@gmail.com,192.168.73.207,Kolkata,HDFC273172,DEV8232,Student,1379341,5242665,48628,1,1,45,0,34,Yes,709817,No,0
C3056,G537,9909650989,user2056@gmail.com,192.168.58.236,Coimbatore,SBI145715,DEV1710,Salaried,1070265,21186784,211593,2,24,88,1,47,No,1860838,Yes,0
C3057,G372,9784781022,user2057@gmail.com,192.168.61.239,Ahmedabad,SBI353052,DEV5739,Trader,1093539,14518932,522038,7,22,56,0,65,No,994989,No,1
C3058,G926,9197365018,user2058@gmail.com,192.168.92.74,Kolkata,AXIS870542,DEV4288,Trader,3567109,11880145,118294,4,5,9,1,23,Yes,834926,No,0
C3059,G1207,9219057280,user2059@gmail.com,192.168.41.250,Bangalore,KOTAK478463,DEV7691,Trader,4917394,7148025,38370,3,7,41,1,27,No,787815,No,0
C3060,G118,9000001489,user2060@gmail.com,10.0.13.7,Pune,SBI109127,DEV3617,Business,360900,22236516,1494053,17,32,136,6,90,Yes,2171651,Yes,1
C3061,G675,9000003295,user2061@gmail.com,192.168.76.163,Pune,ICICI250912,DEV8039,Trader,1910667,11642439,575171,4,12,61,3,61,Yes,489053,No,0
C3062,G242,9000003611,user2062@gmail.com,10.0.16.5,Bangalore,KOTAK917011,DEV4281,Trader,431398,42661198,625594,10,52,141,4,73,Yes,1135400,Yes,1
C3063,G644,9000004422,user2063@gmail.com,10.0.19.2,Pune,HDFC732770,DEV1891,SelfEmployed,469074,7917531,420457,8,9,65,2,36,No,2233009,No,1
C3064,G918,9707843735,user2064@gmail.com,192.168.85.76,Ahmedabad,AXIS551875,DEV7424,Student,3979555,8682410,16303,0,8,37,0,24,No,368188,No,0
C3065,G928,9463244001,user2065@gmail.com,192.168.88.210,Chennai,ICICI451682,DEV3961,Trader,3194569,4529282,145801,3,9,15,1,6,No,605092,No,0
C3066,G545,9404804531,user2066@gmail.com,192.168.19.54,Mumbai,SBI863002,DEV5431,Student,1086595,20029899,266555,9,12,70,2,80,Yes,2031700,Yes,1
C3067,G645,9271995243,user2067@gmail.com,192.168.56.107,Kolkata,HDFC626546,DEV9993,Student,620945,6542592,470606,3,14,68,3,40,No,502153,No,1
C3068,G1331,9181903178,user2068@gmail.com,192.168.35.249,Hyderabad,SBI340698,DEV5910,Trader,2737598,1318873,74437,4,6,10,1,25,Yes,487348,No,0
C3069,G1254,9244660795,user2069@gmail.com,192.168.90.168,Delhi,AXIS541270,DEV2116,Retired,1451417,10134578,74900,4,1,12,1,17,Yes,330866,No,0
C3070,G909,9530385067,user2070@gmail.com,192.168.64.155,Delhi,KOTAK901512,DEV7013,Business,619784,2527715,51353,1,1,9,1,18,Yes,150453,No,0
C3071,G79,9000007668,user2071@gmail.com,10.0.17.5,Bangalore,SBI405228,DEV1079,SelfEmployed,581484,20194004,753507,7,27,101,8,90,Yes,2819077,Yes,1
C3072,G249,9000003611,user2072@gmail.com,10.0.6.2,Delhi,HDFC752660,DEV6696,SelfEmployed,328128,46860492,1547395,18,45,93,2,96,Yes,1942853,Yes,1
C3073,G951,9104886542,user2073@gmail.com,192.168.85.198,Ahmedabad,SBI788031,DEV2297,Student,4676509,11663664,93938,3,10,5,0,5,No,773791,No,0
C3074,G918,9881358131,user2074@gmail.com,192.168.97.45,Hyderabad,SBI427801,DEV5664,Investor,3191303,9885199,72510,2,4,37,1,12,No,440823,No,0
C3075,G617,9000002296,user2075@gmail.com,192.168.8.230,Coimbatore,KOTAK348948,DEV9514,Salaried,1348323,5362213,239853,9,9,64,1,37,Yes,1367515,Yes,0
C3076,G666,9122441027,user2076@gmail.com,10.0.6.8,Mumbai,SBI672925,DEV4824,Business,637514,17765432,113231,2,16,85,4,80,No,1200495,Yes,1
C3077,G531,9387562770,user2077@gmail.com,10.0.2.2,Mumbai,HDFC505043,DEV9095,Investor,585090,12390114,217129,3,18,59,4,57,Yes,1516907,Yes,0
C3078,G43,9000001160,user2078@gmail.com,10.0.13.7,Coimbatore,HDFC435396,DEV2570,Trader,316199,17579259,1208080,19,49,122,4,100,Yes,1059217,Yes,1
C3079,G963,9809614661,user2079@gmail.com,192.168.22.111,Ahmedabad,ICICI318854,DEV1379,Trader,2561775,1264081,54730,1,1,44,1,10,Yes,556805,No,0
C3080,G903,9083326316,user2080@gmail.com,192.168.78.134,Hyderabad,ICICI626176,DEV6241,Business,1222937,2017515,99841,0,8,25,1,5,No,603247,No,0
C3081,G1202,9479512672,user2081@gmail.com,192.168.8.60,Ahmedabad,HDFC124847,DEV8364,Student,4829600,5202748,124337,3,10,36,0,5,No,636292,No,0
C3082,G742,9364795720,user2082@gmail.com,192.168.66.60,Pune,KOTAK564195,DEV4971,Investor,3348721,1130501,32075,3,3,33,0,34,Yes,722389,No,0
C3083,G1279,9027701181,user2083@gmail.com,192.168.16.217,Coimbatore,ICICI129033,DEV7998,Business,2581876,3188354,12852,2,2,10,0,9,No,252666,No,0
C3084,G775,9951115087,user2084@gmail.com,192.168.80.153,Chennai,AXIS769030,DEV5475,Retired,3652419,1494428,56863,2,1,30,1,9,No,119356,No,0
C3085,G1437,9095257520,user2085@gmail.com,192.168.59.13,Kolkata,SBI271471,DEV5171,Retired,2877645,10072600,102181,3,10,32,1,17,Yes,711394,No,0
C3086,G1377,9648717195,user2086@gmail.com,192.168.4.79,Hyderabad,ICICI960824,DEV6493,Investor,1273185,5134788,146633,0,10,8,0,11,No,839644,No,0
C3087,G1412,9431769957,user2087@gmail.com,192.168.60.113,Kolkata,AXIS140905,DEV3511,Retired,1197492,10805803,98690,1,5,41,1,6,Yes,151117,No,0
C3088,G1014,9355522547,user2088@gmail.com,192.168.10.239,Ahmedabad,ICICI341175,DEV6002,Student,4514973,1673134,43799,1,4,40,0,21,Yes,788164,No,0
C3089,G1373,9146012660,user2089@gmail.com,192.168.42.221,Delhi,KOTAK597341,DEV4862,Trader,1847960,1995202,102618,4,3,39,1,38,No,641426,No,0
C3090,G535,9665074782,user2090@gmail.com,192.168.25.56,Pune,HDFC848544,DEV9659,Trader,1869238,20857749,116668,4,13,31,4,50,No,2409857,No,1
C3091,G447,9000001790,user2091@gmail.com,10.0.16.8,Delhi,HDFC927362,DEV3548,Student,1069190,18183490,463649,4,12,68,0,70,Yes,2046122,No,1
C3092,G416,9920076048,user2092@gmail.com,192.168.1.241,Kolkata,ICICI824730,DEV3182,Salaried,1722817,10302861,159266,3,18,57,1,50,No,1433173,Yes,0
C3093,G901,9274261541,user2093@gmail.com,192.168.89.253,Pune,HDFC482140,DEV8526,Salaried,2085225,7972650,65516,3,3,38,1,16,No,277697,No,0
C3094,G487,9769445287,user2094@gmail.com,10.0.19.6,Hyderabad,ICICI695202,DEV6446,Student,826530,14089732,404601,4,7,34,0,64,No,1724108,No,1
C3095,G342,9570670805,user2095@gmail.com,192.168.23.220,Hyderabad,ICICI888981,DEV9046,Investor,1193909,12973775,630230,3,16,34,1,74,Yes,766588,Yes,1
C3096,G1377,9415962401,user2096@gmail.com,192.168.37.46,Kochi,KOTAK748356,DEV9655,Student,4803600,8418204,55489,2,8,18,1,18,No,733476,No,0
C3097,G1284,9871859188,user2097@gmail.com,192.168.16.93,Delhi,KOTAK330939,DEV5554,Student,617616,2026015,131822,2,2,21,1,9,Yes,885649,No,0
C3098,G941,9052309121,user2098@gmail.com,192.168.44.246,Ahmedabad,AXIS414426,DEV4909,Investor,2038782,5363341,95008,1,2,6,0,13,No,313186,No,0
C3099,G1397,9886795016,user2099@gmail.com,192.168.50.241,Mumbai,AXIS872151,DEV7377,Salaried,3188208,4449195,22437,0,5,45,1,5,Yes,496456,No,0
C3100,G1310,9672866286,user2100@gmail.com,192.168.53.63,Ahmedabad,ICICI109389,DEV7958,Salaried,3196370,11186050,36853,1,2,38,1,7,No,454496,No,0
C3101,G1059,9624175051,user2101@gmail.com,192.168.2.27,Bangalore,ICICI898532,DEV1863,Business,1981519,6342219,10583,1,4,10,1,7,No,51727,No,0
C3102,G618,9847399784,user2102@gmail.com,192.168.66.247,Delhi,ICICI138468,DEV8570,SelfEmployed,1739811,9485028,218300,4,6,65,3,40,No,1408443,No,0
C3103,G1333,9649088608,user2103@gmail.com,192.168.82.193,Ahmedabad,ICICI243041,DEV5217,Student,4838385,5383358,52972,0,1,9,1,10,Yes,341781,No,0
C3104,G929,9904293020,user2104@gmail.com,192.168.63.44,Delhi,ICICI791743,DEV8709,Investor,4149538,2136315,102789,4,6,15,1,22,No,529154,No,0
C3105,G686,9754118556,user2105@gmail.com,192.168.65.44,Kochi,AXIS116639,DEV8684,Trader,881552,5963507,456530,7,20,60,4,65,Yes,1176506,No,1
C3106,G112,9000008201,user2106@gmail.com,10.0.16.3,Bangalore,SBI239846,DEV9695,Trader,531831,10298090,888757,12,51,77,5,80,No,4637725,Yes,1
C3107,G1093,9456914618,user2107@gmail.com,192.168.92.4,Kochi,SBI935923,DEV3808,Salaried,4116032,4548029,103644,2,8,30,0,36,Yes,392520,No,0
C3108,G149,9000006065,user2108@gmail.com,10.0.12.1,Mumbai,ICICI462002,DEV5806,Salaried,343422,35480537,951797,25,33,83,10,70,No,2096019,Yes,1
C3109,G1322,9679895995,user2109@gmail.com,192.168.30.83,Kolkata,KOTAK446923,DEV1623,Retired,3733153,5033288,98176,1,5,20,1,34,No,850886,No,0
C3110,G1128,9989075216,user2110@gmail.com,192.168.88.238,Pune,SBI278743,DEV3794,Trader,3307371,8696504,68591,3,5,40,1,14,No,396300,No,0
C3111,G1307,9908065617,user2111@gmail.com,192.168.82.14,Bangalore,AXIS443676,DEV3655,Business,4725298,6446233,54537,1,8,42,0,22,No,639937,No,0
C3112,G1395,9937832741,user2112@gmail.com,192.168.75.244,Kochi,SBI161708,DEV5296,Retired,1042376,3385873,25786,1,9,26,1,7,Yes,508916,No,0
C3113,G666,9000002664,user2113@gmail.com,10.0.12.8,Kochi,AXIS839699,DEV5057,Trader,1951464,15733352,592605,7,12,83,4,56,Yes,590206,Yes,1
C3114,G1128,9075508859,user2114@gmail.com,192.168.40.34,Kolkata,HDFC314426,DEV5316,Student,2005754,1365165,81072,0,9,27,0,6,Yes,467199,No,0
C3115,G256,9000007973,user2115@gmail.com,10.0.15.1,Delhi,HDFC825135,DEV9316,Salaried,670625,19658510,1393202,10,56,118,7,89,No,2582039,Yes,1
C3116,G34,9000009016,user2116@gmail.com,10.0.3.4,Kolkata,SBI654844,DEV5937,Business,250614,26455688,724321,12,18,134,7,79,No,3360314,Yes,1
C3117,G1141,9058219934,user2117@gmail.com,192.168.86.47,Chennai,SBI132941,DEV4936,Student,2271149,2462332,68331,3,9,39,0,15,No,767386,No,0
C3118,G1441,9443665324,user2118@gmail.com,192.168.64.241,Ahmedabad,ICICI413309,DEV6420,SelfEmployed,4490445,8632281,72958,3,6,34,1,24,Yes,424426,No,0
C3119,G559,9000002060,user2119@gmail.com,192.168.33.52,Pune,HDFC962543,DEV1807,SelfEmployed,1949960,8725859,213118,2,9,54,4,48,Yes,1621768,No,0
C3120,G428,9000004333,user2120@gmail.com,10.0.2.9,Hyderabad,AXIS245347,DEV7923,Salaried,1773268,22449026,430197,7,5,59,0,44,No,1879222,No,0
C3121,G1435,9113949373,user2121@gmail.com,192.168.41.162,Bangalore,KOTAK356569,DEV5177,Investor,3091028,6128956,142918,3,7,15,0,31,Yes,349524,No,0
C3122,G1293,9487061841,user2122@gmail.com,192.168.32.14,Mumbai,SBI265342,DEV4750,Investor,2964527,1900602,124499,4,6,35,0,27,No,225876,No,0
C3123,G912,9487425789,user2123@gmail.com,192.168.60.197,Bangalore,ICICI186560,DEV7292,Investor,1948955,7278696,57379,4,5,38,0,24,No,682658,No,0
C3124,G769,9804383052,user2124@gmail.com,192.168.91.180,Kochi,HDFC964725,DEV1096,Salaried,2917759,6260786,113175,2,5,32,1,25,No,201393,No,0
C3125,G190,9000006572,user2125@gmail.com,10.0.9.6,Mumbai,SBI626496,DEV8699,Retired,751885,35211516,1339170,22,38,112,6,85,No,1078311,Yes,1
C3126,G1055,9820874100,user2126@gmail.com,192.168.6.32,Hyderabad,ICICI146620,DEV3100,SelfEmployed,3752023,8573686,21400,4,4,32,1,14,Yes,845628,No,0
C3127,G159,9000005881,user2127@gmail.com,10.0.14.2,Ahmedabad,SBI533696,DEV2601,Business,234028,52630619,1338692,12,32,159,8,71,No,3081969,Yes,1
C3128,G250,9000002664,user2128@gmail.com,10.0.3.5,Kolkata,KOTAK846198,DEV4296,Retired,481222,33491473,1309634,15,26,132,7,79,Yes,2503089,Yes,1
